,venue_code,opp_code,hour,day_code,gf_rolling,ga_rolling,sh_rolling,sot_rolling,dist_rolling,pk_rolling,pkatt_rolling,Win
411,0,4,17,5,1.3333333333333333,1.3333333333333333,16.333333333333332,5.666666666666667,20.0,0.0,0.0,0
412,1,7,20,1,0.6666666666666666,1.0,15.666666666666666,5.333333333333333,18.83333333333333,0.0,0.0,1
413,1,3,14,6,0.6666666666666666,0.6666666666666666,14.333333333333334,4.333333333333333,19.63333333333333,0.3333333333333333,0.3333333333333333,0
414,0,6,15,5,1.0,0.6666666666666666,12.666666666666666,4.0,18.26666666666667,0.3333333333333333,0.3333333333333333,0
415,0,13,20,1,1.6666666666666667,1.6666666666666667,12.666666666666666,4.0,18.933333333333334,0.6666666666666666,0.6666666666666666,0
416,1,0,17,5,1.3333333333333333,4.0,10.0,4.333333333333333,20.666666666666668,0.3333333333333333,0.3333333333333333,0
417,1,5,14,6,1.0,4.666666666666667,8.333333333333334,2.6666666666666665,23.166666666666668,0.6666666666666666,0.6666666666666666,1
418,0,21,14,6,1.3333333333333333,4.0,12.0,3.6666666666666665,23.0,0.3333333333333333,0.3333333333333333,1
419,1,15,15,5,2.333333333333333,2.333333333333333,16.0,4.333333333333333,20.166666666666668,0.3333333333333333,0.3333333333333333,0
420,0,1,20,2,2.0,1.3333333333333333,17.666666666666668,5.333333333333333,17.266666666666666,0.0,0.0,0
421,0,8,15,5,2.0,2.0,15.666666666666666,5.333333333333333,15.6,0.0,0.0,0
422,1,14,14,6,1.0,2.333333333333333,12.0,3.6666666666666665,18.03333333333333,0.0,0.0,0
423,0,12,19,2,1.6666666666666667,3.333333333333333,13.0,4.333333333333333,19.1,0.0,0.0,0
424,1,19,12,5,0.6666666666666666,4.333333333333333,8.666666666666666,2.6666666666666665,21.5,0.0,0.0,0
425,0,11,12,5,0.6666666666666666,4.666666666666667,12.666666666666666,3.333333333333333,19.46666666666667,0.0,0.0,0
426,1,1,19,3,0.0,3.6666666666666665,13.666666666666666,2.6666666666666665,17.46666666666667,0.0,0.0,0
427,1,16,14,6,0.0,2.6666666666666665,14.0,2.333333333333333,17.933333333333334,0.0,0.0,1
428,0,22,20,4,0.6666666666666666,1.6666666666666667,12.0,4.0,16.733333333333334,0.0,0.0,1
429,1,18,15,5,1.6666666666666667,2.0,10.666666666666666,4.333333333333333,16.900000000000002,0.0,0.0,0
430,0,20,15,5,2.0,1.3333333333333333,13.333333333333334,5.0,15.333333333333334,0.0,0.0,1
431,0,7,20,0,2.333333333333333,1.0,12.333333333333334,4.333333333333333,16.5,0.0,0.0,0
432,1,13,17,5,1.3333333333333333,0.3333333333333333,10.333333333333334,3.333333333333333,17.7,0.0,0.0,0
433,0,0,14,6,1.0,1.3333333333333333,8.666666666666666,2.6666666666666665,15.833333333333334,0.0,0.0,0
434,1,6,19,2,0.3333333333333333,2.0,6.333333333333333,1.6666666666666667,13.533333333333331,0.0,0.0,0
435,1,4,14,6,0.3333333333333333,3.0,5.0,1.0,14.166666666666666,0.0,0.0,0
436,0,3,16,6,0.6666666666666666,2.0,9.0,2.0,15.133333333333336,0.0,0.0,1
437,1,22,15,5,1.0,1.6666666666666667,12.333333333333334,3.0,19.7,0.3333333333333333,0.3333333333333333,1
438,0,18,15,5,1.6666666666666667,1.0,14.666666666666666,4.333333333333333,19.466666666666665,0.3333333333333333,0.3333333333333333,0
439,1,6,14,6,2.0,1.3333333333333333,12.666666666666666,4.666666666666667,18.433333333333334,0.3333333333333333,0.3333333333333333,1
440,0,4,15,5,2.333333333333333,1.0,12.333333333333334,5.0,15.633333333333336,0.0,0.0,0
441,1,8,20,1,1.6666666666666667,1.0,11.666666666666666,4.333333333333333,15.433333333333332,0.0,0.0,0
442,0,3,15,5,1.3333333333333333,0.6666666666666666,12.0,4.333333333333333,17.066666666666666,0.0,0.0,0
443,1,1,16,6,1.0,2.333333333333333,13.666666666666666,4.333333333333333,18.933333333333334,0.0,0.0,0
444,0,7,14,6,1.0,2.0,12.333333333333334,4.0,18.53333333333333,0.0,0.0,0
445,1,0,14,6,1.0,2.333333333333333,11.0,3.6666666666666665,18.933333333333334,0.0,0.0,0
446,0,11,20,3,0.3333333333333333,1.0,10.333333333333334,3.0,17.666666666666668,0.0,0.3333333333333333,0
447,1,9,14,6,0.3333333333333333,1.6666666666666667,13.0,3.333333333333333,18.166666666666668,0.0,0.3333333333333333,0
448,0,12,19,5,0.6666666666666666,2.0,14.333333333333334,3.6666666666666665,17.566666666666666,0.0,0.3333333333333333,1
449,1,2,15,5,1.3333333333333333,2.0,14.0,4.333333333333333,18.0,0.0,0.0,1
450,0,19,15,5,2.6666666666666665,2.333333333333333,15.0,4.666666666666667,17.2,0.3333333333333333,0.3333333333333333,0
451,1,13,15,5,1.3333333333333333,1.6666666666666667,7.666666666666667,3.0,15.800000000000002,0.0,0.0,0
452,0,4,14,6,1.0,2.0,6.666666666666667,1.6666666666666667,14.133333333333333,0.0,0.0,0
453,1,5,15,5,1.0,1.3333333333333333,9.666666666666666,2.333333333333333,16.0,0.0,0.0,0
454,0,7,14,6,1.0,1.6666666666666667,14.0,2.6666666666666665,16.266666666666666,0.0,0.0,0
455,1,14,15,5,1.6666666666666667,2.0,15.0,4.0,18.2,0.0,0.0,1
456,0,3,14,6,2.6666666666666665,2.0,17.666666666666668,6.666666666666667,17.7,0.0,0.0,1
457,1,0,12,5,2.6666666666666665,1.6666666666666667,13.666666666666666,7.333333333333333,19.4,0.0,0.0,0
458,0,10,14,6,2.0,1.6666666666666667,16.0,8.333333333333334,19.2,0.0,0.0,0
459,1,6,12,5,1.0,1.3333333333333333,11.666666666666666,5.666666666666667,18.566666666666663,0.0,0.0,0
460,1,20,14,6,0.3333333333333333,2.0,9.666666666666666,4.666666666666667,19.4,0.0,0.0,1
461,0,18,19,2,1.6666666666666667,2.0,10.333333333333334,4.666666666666667,18.5,0.0,0.0,0
462,0,1,16,6,2.0,2.333333333333333,12.333333333333334,5.666666666666667,18.766666666666666,0.0,0.0,0
463,1,15,14,6,2.333333333333333,2.0,15.0,6.0,15.933333333333332,0.0,0.0,1
464,0,13,15,6,2.333333333333333,1.3333333333333333,11.333333333333334,4.666666666666667,17.433333333333334,0.3333333333333333,0.3333333333333333,0
465,1,12,20,1,2.6666666666666665,2.6666666666666665,11.0,5.333333333333333,17.3,0.3333333333333333,0.3333333333333333,1
466,1,19,19,2,2.6666666666666665,2.0,9.0,4.333333333333333,16.966666666666665,0.3333333333333333,0.3333333333333333,0
467,1,4,14,6,2.0,3.0,11.333333333333334,4.333333333333333,16.666666666666668,0.0,0.0,0
468,0,12,19,3,1.3333333333333333,1.3333333333333333,11.666666666666666,3.333333333333333,17.633333333333336,0.0,0.0,0
469,1,21,16,6,1.0,2.0,11.333333333333334,3.333333333333333,18.433333333333334,0.0,0.0,0
